ToolID	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
oldBootB	fish	100	5	Old Boot (Bronze){desc}It smells really bad.	Vieille chaussure (bronze){desc}Elle sent vraiment mauvais.	Alter Stiefel (Bronze){desc}Riecht sehr, sehr übel.	Bota vieja (bronce){desc}Huele fatal.	Bota Velha (Bronze){desc}Fede pra caramba.	旧靴子（青铜）{desc}闻起来真的很臭。	古いブーツ（ブロンズ）{desc}ひどい臭いがする。	Старый башмак (бронзовый){desc}Плохо пахнет.
oldBootS	fish	100	10	Old Boot (Silver){desc}It smells really bad.	Vieille chaussure (argent){desc}Elle sent vraiment mauvais.	Alter Stiefel (Silber){desc}Riecht sehr, sehr übel.	Bota vieja (plata){desc}Huele fatal.	Bota Velha (Prata){desc}Fede pra caramba.	旧靴子（白银）{desc}闻起来真的很臭。	古いブーツ（シルバー）{desc}ひどい臭いがする。	Старый башмак (серебряный){desc}Плохо пахнет.
oldBootG	fish	100	15	Old Boot (Gold){desc}It smells really bad.	Vieille chaussure (or){desc}Elle sent vraiment mauvais.	Alter Stiefel (Gold){desc}Riecht sehr, sehr übel.	Bota vieja (oro){desc}Huele fatal.	Bota Velha (Ouro){desc}Fede pra caramba.	旧靴子（黄金）{desc}闻起来真的很臭。	古いブーツ（ゴールド）{desc}ひどい臭いがする。	Старый башмак (золотой){desc}Плохо пахнет.
oldBootM	fish	100	20	Old Boot (Moonstone){desc}It smells really bad.	Vieille chaussure (pierre de lune){desc}Elle sent vraiment mauvais.	Alter Stiefel (Mondstein){desc}Riecht sehr, sehr übel.	Bota vieja (piedra lunar){desc}Huele fatal.	Bota Velha (Selenita){desc}Fede pra caramba.	旧靴子（月石）{desc}闻起来真的很臭。	古いブーツ（ムーンストーン）{desc}ひどい臭いがする。	Старый башмак (лунный){desc}Плохо пахнет.
pizzafishB	fish	100	30	Pizzafish (Bronze){desc}Pizzafish get their name from their pizza-slice-like shape.	Pizzablette (bronze){desc}La pizzablette tient son nom de sa forme en part de pizza.	Pizzafisch (Bronze){desc}Pizzafische verdanken ihren Namen ihrer Pizzastückform.	Pizzcado (bronce){desc}Se llama así porque se parece a un trozo de pizza.	Peixe-Pizza (Bronze){desc}Os Peixes-Pizza receberam esse nome por parecerem uma fatia de pizza.	披萨鱼（青铜）{desc}披萨鱼因其形状像披萨而得名。	ピザカナ（ブロンズ）{desc}スライスされたピザのような形をしていることから名付けられた。	Камбалапицца (бронзовая){desc}Плоская и похожа на кусок пиццы.
pizzafishS	fish	100	60	Pizzafish (Silver){desc}Pizzafish get their name from their pizza-slice-like shape.	Pizzablette (argent){desc}La pizzablette tient son nom de sa forme en part de pizza.	Pizzafisch (Silber){desc}Pizzafische verdanken ihren Namen ihrer Pizzastückform.	Pizzcado (plata){desc}Se llama así porque se parece a un trozo de pizza.	Peixe-Pizza (Prata){desc}Os Peixes-Pizza receberam esse nome por parecerem uma fatia de pizza.	披萨鱼（白银）{desc}披萨鱼因其形状像披萨而得名。	ピザカナ（シルバー）{desc}スライスされたピザのような形をしていることから名付けられた。	Камбалапицца (серебряная){desc}Плоская и похожа на кусок пиццы.
pizzafishG	fish	100	90	Pizzafish (Gold){desc}Pizzafish get their name from their pizza-slice-like shape.	Pizzablette (or){desc}La pizzablette tient son nom de sa forme en part de pizza.	Pizzafisch (Gold){desc}Pizzafische verdanken ihren Namen ihrer Pizzastückform.	Pizzcado (oro){desc}Se llama así porque se parece a un trozo de pizza.	Peixe-Pizza (Ouro){desc}Os Peixes-Pizza receberam esse nome por parecerem uma fatia de pizza.	披萨鱼（黄金）{desc}披萨鱼因其形状像披萨而得名。	ピザカナ（ゴールド）{desc}スライスされたピザのような形をしていることから名付けられた。	Камбалапицца (золотая){desc}Плоская и похожа на кусок пиццы.
pizzafishM	fish	100	120	Pizzafish (Moonstone){desc}Pizzafish get their name from their pizza-slice-like shape.	Pizzablette (pierre de lune){desc}La pizzablette tient son nom de sa forme en part de pizza.	Pizzafisch (Mondstein){desc}Pizzafische verdanken ihren Namen ihrer Pizzastückform.	Pizzcado (piedra lunar){desc}Se llama así porque se parece a un trozo de pizza.	Peixe-Pizza (Selenita){desc}Os Peixes-Pizza receberam esse nome por parecerem uma fatia de pizza.	披萨鱼（月石）{desc}披萨鱼因其形状像披萨而得名。	ピザカナ（ムーンストーン）{desc}スライスされたピザのような形をしていることから名付けられた。	Камбалапицца (лунная){desc}Плоская и похожа на кусок пиццы.
ringfishB	fish	100	30	Ringfish (Bronze){desc}These fish get their name from the ring-like protrusion on their back.	Tilapianneau (bronze){desc}Ce poisson tient son nom de la protubérance en forme d'anneau sur son dos.	Ringfisch (Bronze){desc}Diese Fische verdanken ihren Namen der ringartigen Erhebung auf dem Rücken.	Pez anillo (bronce){desc}Recibe su nombre por la protuberancia en forma de anillo que tiene en la parte superior.	Peixanel (Bronze){desc}Esses peixes receberam esse nome devido à protrusão parecendo um anel nas costas.	环鱼（青铜）{desc}这种鱼因其背部有环状突起而得名。	リングフィッシュ（ブロンズ）{desc}背中に指輪のような形の突起を持つことから、この名前が付いた。	Кольцомуль (бронзовый){desc}Эти рыбы получили своё имя благодаря кольцевому выступу на их спине.
ringfishS	fish	100	60	Ringfish (Silver){desc}These fish get their name from the ring-like protrusion on their back.	Tilapianneau (argent){desc}Ce poisson tient son nom de la protubérance en forme d'anneau sur son dos.	Ringfisch (Silber){desc}Diese Fische verdanken ihren Namen der ringartigen Erhebung auf dem Rücken.	Pez anillo (plata){desc}Recibe su nombre por la protuberancia en forma de anillo que tiene en la parte superior.	Peixanel (Prata){desc}Esses peixes receberam esse nome devido à protrusão parecendo um anel nas costas.	环鱼（白银）{desc}这种鱼因其背部有环状突起而得名。	リングフィッシュ（シルバー）{desc}背中に指輪のような形の突起を持つことから、この名前が付いた。	Кольцомуль (серебряный){desc}Эти рыбы получили своё имя благодаря кольцевому выступу на их спине.
ringfishG	fish	100	90	Ringfish (Gold){desc}These fish get their name from the ring-like protrusion on their back.	Tilapianneau (or){desc}Ce poisson tient son nom de la protubérance en forme d'anneau sur son dos.	Ringfisch (Gold){desc}Diese Fische verdanken ihren Namen der ringartigen Erhebung auf dem Rücken.	Pez anillo (oro){desc}Recibe su nombre por la protuberancia en forma de anillo que tiene en la parte superior.	Peixanel (Ouro){desc}Esses peixes receberam esse nome devido à protrusão parecendo um anel nas costas.	环鱼（黄金）{desc}这种鱼因其背部有环状突起而得名。	リングフィッシュ（ゴールド）{desc}背中に指輪のような形の突起を持つことから、この名前が付いた。	Кольцомуль (золотой){desc}Эти рыбы получили своё имя благодаря кольцевому выступу на их спине.
ringfishM	fish	100	120	Ringfish (Moonstone){desc}These fish get their name from the ring-like protrusion on their back.	Tilapianneau (pierre de lune){desc}Ce poisson tient son nom de la protubérance en forme d'anneau sur son dos.	Ringfisch (Mondstein){desc}Diese Fische verdanken ihren Namen der ringartigen Erhebung auf dem Rücken.	Pez anillo (piedra lunar){desc}Recibe su nombre por la protuberancia en forma de anillo que tiene en la parte superior.	Peixanel (Selenita){desc}Esses peixes receberam esse nome devido à protrusão parecendo um anel nas costas.	环鱼（月石）{desc}这种鱼因其背部有环状突起而得名。	リングフィッシュ（ムーンストーン）{desc}背中に指輪のような形の突起を持つことから、この名前が付いた。	Кольцомуль (лунный){desc}Эти рыбы получили своё имя благодаря кольцевому выступу на их спине.
sisyphishB	fish	100	40	Sisyphish (Bronze){desc}This fish resembles a boulder that never reached the top of a hill.	Poissisyphe (bronze){desc}Ce poisson ressemble à un rocher qui n'a jamais atteint le sommet de la montagne.	Sisyfisch (Bronze){desc}Dieser Fisch ähnelt einem Stein, der niemals auf der Spitze eines Hügels ankommt.	Sisipez (bronce){desc}Este pez se parece a una roca que nunca llegó a la cima de la montaña.	Sísifeixe (Bronze){desc}Esse peixe se assemelha a uma grande pedra que nunca alcançou o topo da colina.	西西弗鱼（青铜）{desc}这种鱼看起来像一块永远到不了山顶的巨石。	シーシュポギョ（ブロンズ）{desc}山頂に絶対にたどり着けない岩に似ている。	Сизифорель (бронзовая){desc}Эта рыба похожа на валун, который так и не достиг вершины холма.
sisyphishS	fish	100	80	Sisyphish (Silver){desc}This fish resembles a boulder that never reached the top of a hill.	Poissisyphe (argent){desc}Ce poisson ressemble à un rocher qui n'a jamais atteint le sommet de la montagne.	Sisyfisch (Silber){desc}Dieser Fisch ähnelt einem Stein, der niemals auf der Spitze eines Hügels ankommt.	Sisipez (plata){desc}Este pez se parece a una roca que nunca llegó a la cima de la montaña.	Sísifeixe (Prata){desc}Esse peixe se assemelha a uma grande pedra que nunca alcançou o topo da colina.	西西弗鱼（白银）{desc}这种鱼看起来像一块永远到不了山顶的巨石。	シーシュポギョ（シルバー）{desc}山頂に絶対にたどり着けない岩に似ている。	Сизифорель (серебряная){desc}Эта рыба похожа на валун, который так и не достиг вершины холма.
sisyphishG	fish	100	120	Sisyphish (Gold){desc}This fish resembles a boulder that never reached the top of a hill.	Poissisyphe (or){desc}Ce poisson ressemble à un rocher qui n'a jamais atteint le sommet de la montagne.	Sisyfisch (Gold){desc}Dieser Fisch ähnelt einem Stein, der niemals auf der Spitze eines Hügels ankommt.	Sisipez (oro){desc}Este pez se parece a una roca que nunca llegó a la cima de la montaña.	Sísifeixe (Ouro){desc}Esse peixe se assemelha a uma grande pedra que nunca alcançou o topo da colina.	西西弗鱼（黄金）{desc}这种鱼看起来像一块永远到不了山顶的巨石。	シーシュポギョ（ゴールド）{desc}山頂に絶対にたどり着けない岩に似ている。	Сизифорель (золотая){desc}Эта рыба похожа на валун, который так и не достиг вершины холма.
sisyphishM	fish	100	160	Sisyphish (Moonstone){desc}This fish resembles a boulder that never reached the top of a hill.	Poissisyphe (pierre de lune){desc}Ce poisson ressemble à un rocher qui n'a jamais atteint le sommet de la montagne.	Sisyfisch (Mondstein){desc}Dieser Fisch ähnelt einem Stein, der niemals auf der Spitze eines Hügels ankommt.	Sisipez (piedra lunar){desc}Este pez se parece a una roca que nunca llegó a la cima de la montaña.	Sísifeixe (Selenita){desc}Esse peixe se assemelha a uma grande pedra que nunca alcançou o topo da colina.	西西弗鱼（月石）{desc}这种鱼看起来像一块永远到不了山顶的巨石。	シーシュポギョ（ムーンストーン）{desc}山頂に絶対にたどり着けない岩に似ている。	Сизифорель (лунная){desc}Эта рыба похожа на валун, который так и не достиг вершины холма.
sparkstarB	fish	100	55	Sparkstar (Bronze){desc}These star-shaped critters emit sparks to ward off predators.	Électrastre (bronze){desc}Cette créature en forme d'étoile jette des étincelles pour repousser les prédateurs.	Funkenstern (Bronze){desc}Diese sternförmigen Kreaturen versprühen Funken, um Raubtiere abzuwehren.	Estrella chispeante (bronce){desc}Criatura con forma de estrella que lanza chispas para ahuyentar a los depredadores.	Estrela-Faísca (Bronze){desc}Essas criaturas em formato de estrela emitem faíscas para afastar predadores.	星火鱼（青铜）{desc}这种星形生物会发射火花驱赶捕食者。	ヒバナボシ（ブロンズ）{desc}星の形をしており、火花を出して天敵を追い払う。	Искрозвезда (бронзовая){desc}Эти звездообразные существа испускают искры, чтобы отпугивать хищников.
sparkstarS	fish	100	110	Sparkstar (Silver){desc}These star-shaped critters emit sparks to ward off predators.	Électrastre (argent){desc}Cette créature en forme d'étoile jette des étincelles pour repousser les prédateurs.	Funkenstern (Silber){desc}Diese sternförmigen Kreaturen versprühen Funken, um Raubtiere abzuwehren.	Estrella chispeante (plata){desc}Criatura con forma de estrella que lanza chispas para ahuyentar a los depredadores.	Estrela-Faísca (Prata){desc}Essas criaturas em formato de estrela emitem faíscas para afastar predadores.	星火鱼（白银）{desc}这种星形生物会发射火花驱赶捕食者。	ヒバナボシ（シルバー）{desc}星の形をしており、火花を出して天敵を追い払う。	Искрозвезда (серебряная){desc}Эти звездообразные существа испускают искры, чтобы отпугивать хищников.
sparkstarG	fish	100	165	Sparkstar (Gold){desc}These star-shaped critters emit sparks to ward off predators.	Électrastre (or){desc}Cette créature en forme d'étoile jette des étincelles pour repousser les prédateurs.	Funkenstern (Gold){desc}Diese sternförmigen Kreaturen versprühen Funken, um Raubtiere abzuwehren.	Estrella chispeante (oro){desc}Criatura con forma de estrella que lanza chispas para ahuyentar a los depredadores.	Estrela-Faísca (Ouro){desc}Essas criaturas em formato de estrela emitem faíscas para afastar predadores.	星火鱼（黄金）{desc}这种星形生物会发射火花驱赶捕食者。	ヒバナボシ（ゴールド）{desc}星の形をしており、火花を出して天敵を追い払う。	Искрозвезда (золотая){desc}Эти звездообразные существа испускают искры, чтобы отпугивать хищников.
sparkstarM	fish	100	220	Sparkstar (Moonstone){desc}These star-shaped critters emit sparks to ward off predators.	Électrastre (pierre de lune){desc}Cette créature en forme d'étoile jette des étincelles pour repousser les prédateurs.	Funkenstern (Mondstein){desc}Diese sternförmigen Kreaturen versprühen Funken, um Raubtiere abzuwehren.	Estrella chispeante (piedra lunar){desc}Criatura con forma de estrella que lanza chispas para ahuyentar a los depredadores.	Estrela-Faísca (Selenita){desc}Essas criaturas em formato de estrela emitem faíscas para afastar predadores.	星火鱼（月石）{desc}这种星形生物会发射火花驱赶捕食者。	ヒバナボシ（ムーンストーン）{desc}星の形をしており、火花を出して天敵を追い払う。	Искрозвезда (лунная){desc}Эти звездообразные существа испускают искры, чтобы отпугивать хищников.
spinefishB	fish	100	35	Spinefish (Bronze){desc}Spinefish have sharp poisonous spines leading down the length of their back.	Poisson-hérisson (bronze){desc}Le poisson-hérisson possède des épines empoisonnées sur tout le dos.	Dornenfisch (Bronze){desc}Dornenfische haben spitze, giftige Dornen auf dem Rücken.	Pez espinoso (bronce){desc}Este pez tiene un montón de espinas dorsales venenosas.	Peixe-Espinho (Bronze){desc}Os Peixes-Espinho possuem espinhas afiadas e venenosas que descem até as costas.	刺鱼（青铜）{desc}刺鱼背部有尖锐的毒刺。	トゲザカナ（ブロンズ）{desc}背中に沿って鋭い毒のトゲが生えている。	Йоршъ (бронзовый){desc}Йоршъ имеет острые ядовитые шипы вдоль всей спины.
spinefishS	fish	100	70	Spinefish (Silver){desc}Spinefish have sharp poisonous spines leading down the length of their back.	Poisson-hérisson (argent){desc}Le poisson-hérisson possède des épines empoisonnées sur tout le dos.	Dornenfisch (Silber){desc}Dornenfische haben spitze, giftige Dornen auf dem Rücken.	Pez espinoso (plata){desc}Este pez tiene un montón de espinas dorsales venenosas.	Peixe-Espinho (Prata){desc}Os Peixes-Espinho possuem espinhas afiadas e venenosas que descem até as costas.	刺鱼（白银）{desc}刺鱼背部有尖锐的毒刺。	トゲザカナ（シルバー）{desc}背中に沿って鋭い毒のトゲが生えている。	Йоршъ (серебряный){desc}Йоршъ имеет острые ядовитые шипы вдоль всей спины.
spinefishG	fish	100	140	Spinefish (Gold){desc}Spinefish have sharp poisonous spines leading down the length of their back.	Poisson-hérisson (or){desc}Le poisson-hérisson possède des épines empoisonnées sur tout le dos.	Dornenfisch (Gold){desc}Dornenfische haben spitze, giftige Dornen auf dem Rücken.	Pez espinoso (oro){desc}Este pez tiene un montón de espinas dorsales venenosas.	Peixe-Espinho (Ouro){desc}Os Peixes-Espinho possuem espinhas afiadas e venenosas que descem até as costas.	刺鱼（黄金）{desc}刺鱼背部有尖锐的毒刺。	トゲザカナ（ゴールド）{desc}背中に沿って鋭い毒のトゲが生えている。	Йоршъ (золотый){desc}Йоршъ имеет острые ядовитые шипы вдоль всей спины.
spinefishM	fish	100	210	Spinefish (Moonstone){desc}Spinefish have sharp poisonous spines leading down the length of their back.	Poisson-hérisson (pierre de lune){desc}Le poisson-hérisson possède des épines empoisonnées sur tout le dos.	Dornenfisch (Mondstein){desc}Dornenfische haben spitze, giftige Dornen auf dem Rücken.	Pez espinoso (piedra lunar){desc}Este pez tiene un montón de espinas dorsales venenosas.	Peixe-Espinho (Selenita){desc}Os Peixes-Espinho possuem espinhas afiadas e venenosas que descem até as costas.	刺鱼（月石）{desc}刺鱼背部有尖锐的毒刺。	トゲザカナ（ムーンストーン）{desc}背中に沿って鋭い毒のトゲが生えている。	Йоршъ (лунный){desc}Йоршъ имеет острые ядовитые шипы вдоль всей спины.
steelfishB	fish	100	40	Steelfish (Bronze){desc}Steelfish have scales made of iron which protects them from extreme heat.	Aciéglefin (bronze){desc}L'aciéglefin possède des écailles en fer qui le protègent de la chaleur extrême.	Stahlfisch (Bronze){desc}Stahlfische haben Schuppen aus Eisen, die sie vor extremer Hitze schützen.	Pez de metal (bronce){desc}Las escamas de este pez son de hierro y lo protegen del calor extremo.	Peixaço (Bronze){desc}Os Peixaços possuem escamas feitas de Ferro que os protegem do calor extremo.	钢鱼（青铜）{desc}钢鱼的鳞片由铁制成，可以保护其不受极端热量的伤害。	コウテツギョ（ブロンズ）{desc}鉄でできたウロコを持っており、極暑にも耐えられる。	Стальврида (бронзовая){desc}Металлическая чешуя защищает стальвриду от экстремального жара
steelfishS	fish	100	80	Steelfish (Silver){desc}Steelfish have scales made of iron which protects them from extreme heat.	Aciéglefin (argent){desc}L'aciéglefin possède des écailles en fer qui le protègent de la chaleur extrême.	Stahlfisch (Silber){desc}Stahlfische haben Schuppen aus Eisen, die sie vor extremer Hitze schützen.	Pez de metal (plata){desc}Las escamas de este pez son de hierro y lo protegen del calor extremo.	Peixaço (Prata){desc}Os Peixaços possuem escamas feitas de Ferro que os protegem do calor extremo.	钢鱼（白银）{desc}钢鱼的鳞片由铁制成，可以保护其不受极端热量的伤害。	コウテツギョ（シルバー）{desc}鉄でできたウロコを持っており、極暑にも耐えられる。	Стальврида (серебряная){desc}Металлическая чешуя защищает стальвриду от экстремального жара
steelfishG	fish	100	120	Steelfish (Gold){desc}Steelfish have scales made of iron which protects them from extreme heat.	Aciéglefin (or){desc}L'aciéglefin possède des écailles en fer qui le protègent de la chaleur extrême.	Stahlfisch (Gold){desc}Stahlfische haben Schuppen aus Eisen, die sie vor extremer Hitze schützen.	Pez de metal (oro){desc}Las escamas de este pez son de hierro y lo protegen del calor extremo.	Peixaço (Ouro){desc}Os Peixaços possuem escamas feitas de Ferro que os protegem do calor extremo.	钢鱼（黄金）{desc}钢鱼的鳞片由铁制成，可以保护其不受极端热量的伤害。	コウテツギョ（ゴールド）{desc}鉄でできたウロコを持っており、極暑にも耐えられる。	Стальврида (золотая){desc}Металлическая чешуя защищает стальвриду от экстремального жара
steelfishM	fish	100	160	Steelfish (Moonstone){desc}Steelfish have scales made of iron which protects them from extreme heat.	Aciéglefin (pierre de lune){desc}L'aciéglefin possède des écailles en fer qui le protègent de la chaleur extrême.	Stahlfisch (Mondstein){desc}Stahlfische haben Schuppen aus Eisen, die sie vor extremer Hitze schützen.	Pez de metal (piedra lunar){desc}Las escamas de este pez son de hierro y lo protegen del calor extremo.	Peixaço (Selenita){desc}Os Peixaços possuem escamas feitas de Ferro que os protegem do calor extremo.	钢鱼（月石）{desc}钢鱼的鳞片由铁制成，可以保护其不受极端热量的伤害。	コウテツギョ（ムーンストーン）{desc}鉄でできたウロコを持っており、極暑にも耐えられる。	Стальврида (лунная){desc}Металлическая чешуя защищает стальвриду от экстремального жара
tigerfishB	fish	100	50	Tigerfish (Bronze){desc}Tigerfish get their name from their tiger-like stripes.	Poisson-tigre (bronze){desc}Le poisson-tigre tient son nom de ses rayures semblables à celles de ce félin.	Tigerfisch (Bronze){desc}Tigerfische verdanken ihren Namen den tigerähnlichen Streifen am Körper.	Pez tigre (bronce){desc}Se llama así porque tiene la piel a rayas como un tigre.	Peixe-Tigre (Bronze){desc}Os Peixes-Tigre receberam esse nome devido às suas listras de tigre.	虎鱼（青铜）{desc}虎鱼因其身上的虎纹而得名。	トラザカナ（ブロンズ）{desc}トラのようなしま模様をしていることから、この名前が付いた。	Тигрокунь (бронзовый){desc}Тигрокуни получили своё имя благодаря полосам, напоминающим тигриные.
tigerfishS	fish	100	100	Tigerfish (Silver){desc}Tigerfish get their name from their tiger-like stripes.	Poisson-tigre (argent){desc}Le poisson-tigre tient son nom de ses rayures semblables à celles de ce félin.	Tigerfisch (Silber){desc}Tigerfische verdanken ihren Namen den tigerähnlichen Streifen am Körper.	Pez tigre (plata){desc}Se llama así porque tiene la piel a rayas como un tigre.	Peixe-Tigre (Prata){desc}Os Peixes-Tigre receberam esse nome devido às suas listras de tigre.	虎鱼（白银）{desc}虎鱼因其身上的虎纹而得名。	トラザカナ（シルバー）{desc}トラのようなしま模様をしていることから、この名前が付いた。	Тигрокунь (серебряный){desc}Тигрокуни получили своё имя благодаря полосам, напоминающим тигриные.
tigerfishG	fish	100	150	Tigerfish (Gold){desc}Tigerfish get their name from their tiger-like stripes.	Poisson-tigre (or){desc}Le poisson-tigre tient son nom de ses rayures semblables à celles de ce félin.	Tigerfisch (Gold){desc}Tigerfische verdanken ihren Namen den tigerähnlichen Streifen am Körper.	Pez tigre (oro){desc}Se llama así porque tiene la piel a rayas como un tigre.	Peixe-Tigre (Ouro){desc}Os Peixes-Tigre receberam esse nome devido às suas listras de tigre.	虎鱼（黄金）{desc}虎鱼因其身上的虎纹而得名。	トラザカナ（ゴールド）{desc}トラのようなしま模様をしていることから、この名前が付いた。	Тигрокунь (золотой){desc}Тигрокуни получили своё имя благодаря полосам, напоминающим тигриные.
tigerfishM	fish	100	200	Tigerfish (Moonstone){desc}Tigerfish get their name from their tiger-like stripes.	Poisson-tigre (pierre de lune){desc}Le poisson-tigre tient son nom de ses rayures semblables à celles de ce félin.	Tigerfisch (Mondstein){desc}Tigerfische verdanken ihren Namen den tigerähnlichen Streifen am Körper.	Pez tigre (piedra lunar){desc}Se llama así porque tiene la piel a rayas como un tigre.	Peixe-Tigre (Selenita){desc}Os Peixes-Tigre receberam esse nome devido às suas listras de tigre.	虎鱼（月石）{desc}虎鱼因其身上的虎纹而得名。	トラザカナ（ムーンストーン）{desc}トラのようなしま模様をしていることから、この名前が付いた。	Тигрокунь (лунный){desc}Тигрокуни получили своё имя благодаря полосам, напоминающим тигриные.
zenfishB	fish	100	20	Zenfish (Bronze){desc}These fish can live for centuries and exude a calming aura.	Poisserein (bronze){desc}Ce poisson possède une espérance de vie de plusieurs siècles et dégage une aura apaisante.	Zenfisch (Bronze){desc}Diese Fische können mehrere hundert Jahre alt werden und sind von einer Aura der Ruhe umgeben.	Pez zen (bronce){desc}Este pez puede vivir durante siglos y de él brota un aura de tranquilidad.	Peixe Zen (Bronze){desc}Esses peixes podem viver por séculos e exalam uma aura serena.	禅鱼（青铜）{desc}这种鱼可以活上几个世纪，并显露出一种入定的氛围感。	ゼンギョ（ブロンズ）{desc}数百年もの寿命を持ち、心を落ち着かせるオーラを放っている。	Дзенкарп (бронзовый){desc}Эти рыбы могут жить веками и излучают успокаивающую ауру.
zenfishS	fish	100	40	Zenfish (Silver){desc}These fish can live for centuries and exude a calming aura.	Poisserein (argent){desc}Ce poisson possède une espérance de vie de plusieurs siècles et dégage une aura apaisante.	Zenfisch (Silber){desc}Diese Fische können mehrere hundert Jahre alt werden und sind von einer Aura der Ruhe umgeben.	Pez zen (plata){desc}Este pez puede vivir durante siglos y de él brota un aura de tranquilidad.	Peixe Zen (Prata){desc}Esses peixes podem viver por séculos e exalam uma aura serena.	禅鱼（白银）{desc}这种鱼可以活上几个世纪，并显露出一种入定的氛围感。	ゼンギョ（シルバー）{desc}数百年もの寿命を持ち、心を落ち着かせるオーラを放っている。	Дзенкарп (серебряный){desc}Эти рыбы могут жить веками и излучают успокаивающую ауру.
zenfishG	fish	100	60	Zenfish (Gold){desc}These fish can live for centuries and exude a calming aura.	Poisserein (or){desc}Ce poisson possède une espérance de vie de plusieurs siècles et dégage une aura apaisante.	Zenfisch (Gold){desc}Diese Fische können mehrere hundert Jahre alt werden und sind von einer Aura der Ruhe umgeben.	Pez zen (oro){desc}Este pez puede vivir durante siglos y de él brota un aura de tranquilidad.	Peixe Zen (Ouro){desc}Esses peixes podem viver por séculos e exalam uma aura serena.	禅鱼（黄金）{desc}这种鱼可以活上几个世纪，并显露出一种入定的氛围感。	ゼンギョ（ゴールド）{desc}数百年もの寿命を持ち、心を落ち着かせるオーラを放っている。	Дзенкарп (золотой){desc}Эти рыбы могут жить веками и излучают успокаивающую ауру.
zenfishM	fish	100	80	Zenfish (Moonstone){desc}These fish can live for centuries and exude a calming aura.	Poisserein (pierre de lune){desc}Ce poisson possède une espérance de vie de plusieurs siècles et dégage une aura apaisante.	Zenfisch (Mondstein){desc}Diese Fische können mehrere hundert Jahre alt werden und sind von einer Aura der Ruhe umgeben.	Pez zen (piedra lunar){desc}Este pez puede vivir durante siglos y de él brota un aura de tranquilidad.	Peixe Zen (Selenita){desc}Esses peixes podem viver por séculos e exalam uma aura serena.	禅鱼（月石）{desc}这种鱼可以活上几个世纪，并显露出一种入定的氛围感。	ゼンギョ（ムーンストーン）{desc}数百年もの寿命を持ち、心を落ち着かせるオーラを放っている。	Дзенкарп (лунный){desc}Эти рыбы могут жить веками и излучают успокаивающую ауру.
											
eyefishB	fish	100	50	Eyefish (Bronze){desc}This fish is covered in fake eyes to confuse prey.	Poisson-œil (bronze){desc}Ce poisson est couvert de faux yeux pour semer la confusion chez ses proies.	Augenfisch (Bronze){desc}Dieser Fisch besitzt zahlreiche falsche Augen, um Beutetiere zu verwirren.	Pez mirón (bronce){desc}Este pez está cubierto de ojos falsos para confundir a sus presas.	Peixolho (Bronze){desc}Este peixe é coberto de olhos falsos para confundir sua presa.	眼鱼（青铜）{desc}这条鱼长满了假眼睛来迷惑猎物。	メザカナ（ブロンズ）{desc}体を覆う偽の目で、獲物を混乱させる。	Окорюшка (бронзовая){desc}Покрыта ложными глазами, чтобы сбивать добычу с толку.
eyefishS	fish	100	100	Eyefish (Silver){desc}This fish is covered in fake eyes to confuse prey.	Poisson-œil (argent){desc}Ce poisson est couvert de faux yeux pour semer la confusion chez ses proies.	Augenfisch (Silber){desc}Dieser Fisch besitzt zahlreiche falsche Augen, um Beutetiere zu verwirren.	Pez mirón (plata){desc}Este pez está cubierto de ojos falsos para confundir a sus presas.	Peixolho (Prata){desc}Este peixe é coberto de olhos falsos para confundir sua presa.	眼鱼（白银）{desc}这条鱼长满了假眼睛来迷惑猎物。	メザカナ（シルバー）{desc}体を覆う偽の目で、獲物を混乱させる。	Окорюшка (серебряная){desc}Эта рыба покрыта ложными глазами, чтобы сбивать добычу с толку.
eyefishG	fish	100	150	Eyefish (Gold){desc}This fish is covered in fake eyes to confuse prey.	Poisson-œil (or){desc}Ce poisson est couvert de faux yeux pour semer la confusion chez ses proies.	Augenfisch (Gold){desc}Dieser Fisch besitzt zahlreiche falsche Augen, um Beutetiere zu verwirren.	Pez mirón (oro){desc}Este pez está cubierto de ojos falsos para confundir a sus presas.	Peixolho (Ouro){desc}Este peixe é coberto de olhos falsos para confundir sua presa.	眼鱼（黄金）{desc}这条鱼长满了假眼睛来迷惑猎物。	メザカナ（ゴールド）{desc}体を覆う偽の目で、獲物を混乱させる。	Окорюшка (золотая){desc}Эта рыба покрыта ложными глазами, чтобы сбивать добычу с толку.
eyefishM	fish	100	200	Eyefish (Moonstone){desc}This fish is covered in fake eyes to confuse prey.	Poisson-œil (pierre de lune){desc}Ce poisson est couvert de faux yeux pour semer la confusion chez ses proies.	Augenfisch (Mondstein){desc}Dieser Fisch besitzt zahlreiche falsche Augen, um Beutetiere zu verwirren.	Pez mirón (piedra lunar){desc}Este pez está cubierto de ojos falsos para confundir a sus presas.	Peixolho (Selenita){desc}Este peixe é coberto de olhos falsos para confundir sua presa.	眼鱼（月石）{desc}这条鱼长满了假眼睛来迷惑猎物。	メザカナ（ムーンストーン) {desc}体を覆う偽の目で、獲物を混乱させる。	Окорюшка (лунная){desc}Эта рыба покрыта ложными глазами, чтобы сбивать добычу с толку.
