Code	Objectives	EN	OBJ_EN	FR	FR_OBJ	DE	DE_OBJ	ES	ES_OBJ	BR	BR_OBJ	CN	CN_OBJ	JP	OBJ_JP	RU	RU_OBJ
concoction5	sell_potion;sell_concoction;letter	Alchemy Request: Apex Alchimia{desc}Use a Cauldron to Craft a Luck Potion and an Alchemy Lab to craft a concoction with exactly 50 Tame, no other stats, and 30 Stamina. Then sell them in a Sell Crate.	Craft a luck potion and sell it in a sell crate;Craft the requested concoction and sell it in a sell crate;Wait for a letter from your mother	Alchimie : apex alchimia{desc}Utiliser un chaudron pour préparer une potion de chance et un labo d'alchimie pour concocter une préparation avec +50 en apprivoisement, +30 en endurance et aucun autre attribut, puis la placer dans une caisse de vente.	Préparer une potion de chance et la placer dans une caisse de vente;Concocter la préparation demandée et la placer dans une caisse de vente;Attendre de recevoir du courrier de maman	Alchemieauftrag: Apex Alchimia{desc}Nutze einen Kessel, um einen Glückstrank herzustellen, und ein Alchemielabor, um eine Mixtur mit genau 50 Zähmen, keinen anderen Eigenschaften und 30 Ausdauer herzustellen. Verkaufe sie dann in einer Verkaufskiste.	Stelle einen Glückstrank her und verkaufe ihn in einer Verkaufskiste;Stelle die verlangte Mixtur her und verkaufe sie in einer Verkaufskiste;Warte auf einen Brief deiner Mutter	Alquimia: Apex alchemia{desc}Usa un caldero para elaborar una poción de la suerte y un laboratorio de alquimia para preparar un brebaje con 50 de facilidad de doma, 30 de resistencia y ningún otro atributo. Luego vende ambas cosas en el cofre de ventas.	Elabora una poción de la suerte y véndela en el cofre de ventas;Prepara el brebaje solicitado y mételo en el cofre de ventas;Espera a recibir una carta de tu madre	Alquimia: Optimum Alchimia{desc}Use um caldeirão para criar uma Poção da Sorte e o laboratório de alquimia para criar uma preparação com exatos 50 de Doma, sem outros atributos, e 30 de Resistência. Depois venda-as na Caixa de Vendas.	Criar uma Poção da Sorte e vender na Caixa de Vendas;Criar a preparação solicitada e vender na Caixa de Vendas;Aguardar por uma carta de sua mãe	魔法请求：巅峰魔法大师{desc}使用坩埚制作一份幸运魔法药水，然后使用魔法实验室制作一份正好有 50 点驯服、30 点耐力，且没有其他属性的调制糊糊。然后在售物箱里卖掉它们。	制作一份幸运魔法药水，然后在售物箱里卖掉它;按要求制作一份调制糊糊，然后在售物箱里卖掉它;等待你母亲的来信	錬金術の依頼：エイペックス・アルケミア{desc}大釜で幸運ポーションを、錬金術ラボで手なづけ50ピッタリ（それ以外のステータスは無し）とスタミナ30の調合物を作って、出荷箱で売ろう。	幸運ポーションを作って出荷箱に入れる;頼まれた調合物を作って出荷箱に入れる;母親からの手紙を待つ	Алхимический запрос: Алхимико Венециум{desc}Используй Котел для создания Эликсир Удачи и Алхимическую Лабораторию для создания настойки с +50 Приручения, +30 Стамины и без других характеристик. Затем продай их в торговом ящике.	Создай Эликсир Удачи и продай его в торговом ящике;Создай запрошенную настойку и продай ее в торговом ящике;Дождись письма от мамы
																	
rift_party	attend	RIP Rift Party{desc}Everyone's going to gather in the Tavern this Friday to celebrate my heroic achievements! I should join them anytime after 20:00.	Attend the party at the tavern this Friday after 20:00	Fête de fermeture de la faille{desc}Tout le monde va se réunir à la taverne ce vendredi pour célébrer mes exploits. Je peux me joindre à eux à tout moment à partir de 20 heures.	Aller faire la fête à la taverne ce vendredi après 20 heures	RIP Riss-Party{desc}Diesen Freitag versammeln sich alle in der Taverne, um meine heldenhaften Erfolge zu feiern! Ich sollte irgendwann ab 20 Uhr dazustoßen.	Nimm diesen Freitag irgendwann ab 20 Uhr an der Feier in der Taverne teil.	Fiesta de la Grieta{desc}¡Este viernes se va a reunir todo el mundo en la taberna para celebrar mi gestas! ¿Y si yo también me paso por allí después de las 20:00?	Asiste a la fiesta en la taberna este viernes después de las 20:00	Descanse em Paz, Festa da Fenda{desc}Na sexta-feira, vai todo mundo pra Taverna celebrar meus feitos heroicos! Eu devo chegar depois das 20h00.	Vá à festa na Taverna na sexta-feira depois das 20h00.	裂缝安息派对{desc}本周五，为了庆祝我关闭了裂缝，所有人都会在酒馆欢聚一堂！我最好在晚上8点以后加入他们。	本周五晚8点后，参加酒馆的派对	RIP裂け目パーティー{desc}みんなが今週の金曜日に酒場に集まって、わたしの勇敢な功績を祝ってくれる！ 20時以降に行ってみよう。	今週の金曜日の20時以降、酒場でのパーティーに参加しよう	Вечеринка Прощания с Разломом{desc}Все горожане соберутся в таверне в пятницу, чтобы отпраздновать мою триумфальную победу! Вечеринка начинается в 20:00, моё присутствие обязательно!	Посети вечеринку в таверне в пятницу в 20:00
																	
																	
			OBJ_EN	FR	FR_OBJ	DE	DE_OBJ	ES	ES_OBJ	BR	BR_OBJ	CN	CN_OBJ				
cooking_tutorial	cookbook_place;cookingPrepStation;stove;sell_meal	Learning To Cook{desc}Ossono gave me an old cookbook, and asked me to cook one of the recipes! Once I do I should sell it to her at the tavern.	Place Cookbook at home;Craft a Prep station;Craft a Stove;Cook a meal from your Cookbook and sell it to Ossono	Apprentissage de la cuisine{desc}Ossono m'a donné un vieux livre de recettes et m'a demandé de préparer un des plats ! Je pourrai ensuite le lui vendre à la taverne.	Placer le livre de recettes chez toi;Fabriquer une table de préparation;Fabriquer une cuisinière;Préparer un plat du livre de recettes et le vendre à Ossono	Kochen lernen{desc}Ossono hat mir ein altes Kochbuch gegeben und mich gebeten, eines der Rezepte daraus zu kochen, das ich ihr dann in der Taverne verkaufen soll.	Platziere das Kochbuch zu Hause;Baue einen Arbeitstisch;Baue einen Herd;Koch ein Gericht aus deinem Kochbuch und verkaufe es Ossono	Aprende a cocinar{desc}Ossono me ha dado un recetario antiguo y me ha pedido que cocine uno de sus platos. Cuando esté listo, tengo que vendérselo en la taberna.	Coloca el recetario en casa;Fabrica una mesa de preparación;Fabrica una cocina;Prepara uno de los platos del recetario y véndeselo a Ossono	Aprendendo a Cozinhar{desc}Ossono me deu um livro de receitas antigo e me pediu pra fazer uma das receitas! Quando eu terminar, vou vender pra ela na taverna.	Coloque o Livro de Receitas na sua casa;Construa uma Mesa de Preparo;Construa um Fogão;Prepare uma das receitas do Livro de Receitas e venda-a para Ossono	学习烹饪{desc}奥索诺给了我一本旧食谱，让我照着上面的配方烹饪！可以在酒馆里把做好的菜肴卖给她。	在家里放置食谱;制作备料台;制作炉灶;根据食谱进行烹饪，并将做好的菜肴出售给奥索诺	料理の勉強{desc}オソーノから古いレシピ本をもらった。その中の料理を一つ作ってほしいらしい！ 作ったら、酒場にいるオソーノに売りに行こう。	家にレシピ本を置く;下準備コーナーを作る;コンロを作る;レシピ本の料理を一つ作り、オソーノに売る	Учимся готовить{desc}Оссоно дала мне древнюю кулинарную книгу и попросила приготовить один из рецептов! Я могу продать ей готовое блюдо в Таверне.	Помести Кулинарную Книгу у себя в доме;Изготовь Кулинарную Станцию;Изготовь Кухонную Плиту;Приготовь блюдо из книги и продай его Оссоно в Таверне.
cooking_spring	shopkeeper_cook;shopkeeper_gift;artist_cook;artist_gift	Spring Cooking{desc}I need to restore the Donuts and Pasta recipes, cook them, then give them to Rowan and Quill.	Figure out the missing ingredient in Rowan's recipe;Give the correct meal to Rowan;Figure out the missing ingredient in Quill's recipe;Give the correct meal to Quill	Cuisine de printemps{desc}Je dois trouver ce qui manque dans les recettes de donuts et de pâtes, les préparer, puis les donner à Rowan et à Quill.	Trouver l'ingrédient manquant dans la recette de Rowan;Donner le bon plat à Rowan;Trouver l'ingrédient manquant dans la recette de Quill;Donner le bon plat à Quill	Frühlingskochen{desc}Ich muss die Donuts und Pastarezepte wiederherstellen, alles zubereiten und sie Rowan und Quill servieren.	Finde heraus, welche Zutat in Rowans Rezept fehlt;Gib Rowan das berichtigte Gericht;Finde heraus, welche Zutat in Quills Rezept fehlt;Gib Quill das berichtigte Gericht	Cocina de primavera{desc}Tengo que restaurar las recetas de los dónuts y la pasta, cocinarlas y luego dárselas a Rowan y Púo.	Averigua cuál es el ingrediente que falta en la receta de Rowan;Dale el plato correcto a Rowan;Averigua cuál es el ingrediente que falta en la receta de Púo;Dale el plato correcto a Púo	Culinária de Primavera{desc}Preciso recuperar as receitas de Donut e de Macarrão, cozinhá-las e entregá-las pra Rowan e Quill.	Descubra qual é o ingrediente que falta na receita de Rowan;Entregue o prato correto a Rowan;Descubra qual é o ingrediente que falta na receita de Quill;Entregue o prato correto a Quill	春季烹饪{desc}我需要复原甜甜圈和意面的配方，并进行烹饪，然后把菜肴成品交给罗文和奎尔。	找出罗文配方中缺少的食材;把菜肴成品交给罗文;找出奎尔配方中缺少的食材;把菜肴成品交给奎尔	春の料理{desc}ドーナツとパスタのレシピを復元したら、調理してローワンとクイルにあげよう。	ローワンのレシピのわからない材料を突きとめる;ローワンに正しい料理を渡す;クイルのレシピのわからない材料を突きとめる;クイルに正しい料理を渡す	Весенние Блюда{desc}Мне нужно восстановить рецепты пончиков и спагетти, приготовить эти блюда и затем угостить Роуэна и Квилла.	Найди пропущенный ингредиент в рецепте Роуэна;Дай приготовленное блюдо Роуэну;Найди пропущенный ингредиент в рецептe Квилла;Дай приготовленное блюдо Квиллу
cooking_summer	historian_cook;historian_gift;herbalist_cook;herbalist_gift	Summer Cooking{desc}I need to restore the Ramen and Cake recipes, cook them, then give them to Gaiana and Cleo.	Figure out the missing ingredient in Cleo's recipe;Give the correct meal to Cleo;Figure out the missing ingredient in Gaiana's recipe;Give the correct meal to Gaiana	Cuisine d'été{desc}Je dois trouver ce qui manque dans les recettes de ramens et de gâteau, les préparer, puis les donner à Gaïana et à Cléo.	Trouver l'ingrédient manquant dans la recette de Cléo;Donner le bon plat à Cléo;Trouver l'ingrédient manquant dans la recette de Gaïana;Donner le bon plat à Gaïana	Sommerkochen{desc}Ich muss die Ramen- und Kuchenrezepte wiederherstellen, alles zubereiten und sie dann Gaiana und Cleo servieren.	Finde heraus, welche Zutat in Cleos Rezept fehlt;Gib Cleo das berichtigte Gericht;Finde heraus, welche Zutat in Gaianas Rezept fehlt;Gib Gaiana das berichtigte Gericht	Cocina de verano{desc}Tengo que restaurar las recetas del ramen y la tarta, cocinarlas y luego dárselas a Cleo y Gaiana.	Averigua cuál es el ingrediente que falta en la receta de Cleo;Dale el plato correcto a Cleo;Averigua cuál es el ingrediente que falta en la receta de Gaiana;Dale el plato correcto a Gaiana	Culinária de Verão{desc}Preciso recuperar as receitas de Ramen e de Bolo, cozinhá-las e entregá-las pra Gaiana e Cléo.	Descubra qual é o ingrediente que falta na receita de Cléo;Entregue o prato correto a Rowan;Descubra qual é o ingrediente que falta na receita de Gaiana;Entregue o prato correto à Gaiana	夏季烹饪{desc}我需要复原拉面和蛋糕的配方，并进行烹饪，然后把菜肴成品交给盖娅娜和克莉奥。	找出克莉奥配方中缺少的食材;把菜肴成品交给克莉奥;找出盖娅娜配方中缺少的食材;把菜肴成品交给盖娅娜	夏の料理{desc}ラーメンとケーキのレシピを復元したら、調理してガイアナとクレオにあげよう。	クレオのレシピのわからない材料を突きとめる;クレオに正しい料理を渡す;ガイアナのレシピのわからない材料を突きとめる;ガイアナに正しい料理を渡す	Летние Блюда{desc}Мне нужно восстановить рецепты лапши и торта, приготовить эти блюда и затем угостить Гайану и Клео.	Найди пропущенный ингредиент в рецепте Клео;Дай приготовленное блюдо Клео;Найди пропущенный ингредиент в рецептe Гайане;Дай приготовленное блюдо Гайане
cooking_fall	blacksmith_cook;blacksmith_gift;carpenter_cook;carpenter_gift	Fall Cooking{desc}I need to restore the Pie and Soup recipes, cook them, then give them to Paolo and Ferra.	Figure out the missing ingredient in Ferra's recipe;Give the correct meal to Ferra;Figure out the missing ingredient in Paolo's recipe;Give the correct meal to Paolo	Cuisine d'automne{desc}Je dois trouver ce qui manque dans les recettes de tarte et de soupe, les préparer, puis les donner à Paolo et à Ferra.	Trouver l'ingrédient manquant dans la recette de Ferra;Donner le bon plat à Ferra;Trouver l'ingrédient manquant dans la recette de Paolo;Donner le bon plat à Paolo	Herbstkochen{desc}Ich muss die Kuchen- und Suppenrezepte wiederherstellen, alles zubereiten und sie dann Paolo und Ferra servieren.	Finde heraus, welche Zutat in Ferras Rezept fehlt;Gib Ferra das berichtigte Gericht;Finde heraus, welche Zutat in Paolos Rezept fehlt;Gib Paolo das berichtigte Gericht	Cocina de otoño{desc}Tengo que restaurar las recetas del pastel y la sopa, cocinarlas y luego dárselas a Paolo y Ferra.	Averigua cuál es el ingrediente que falta en la receta de Ferra;Dale el plato correcto a Ferra;Averigua cuál es el ingrediente que falta en la receta de Paolo;Dale el plato correcto a Paolo	Culinária de Outono{desc}Preciso recuperar as receitas de Torta e de Sopa, cozinhá-las e entregá-las pra Paolo e Ferra.	Descubra qual é o ingrediente que falta na receita de Ferra;Entregue o prato correto à Ferra;Descubra qual é o ingrediente que falta na receita de Paolo;Entregue o prato correto a Paolo	秋季烹饪{desc}我需要复原馅饼和汤的配方，并进行烹饪，然后把菜肴成品交给保罗和费拉。	找出费拉配方中缺少的食材;把菜肴成品交给费拉;找出保罗配方中缺少的食材;把菜肴成品交给保罗	秋の料理{desc}パイとスープのレシピを復元したら、調理してパオロとフェラーにあげよう。	フェラーのレシピのわからない材料を突きとめる;フェラーに正しい料理を渡す;パオロのレシピのわからない材料を突きとめる;パオロに正しい料理を渡す	Осенние Блюда{desc}Мне нужно восстановить рецепты супа и пирога, приготовить эти блюда и затем угостить Ферру и Паоло.	Найди пропущенный ингредиент в рецепте Ферры;Дай приготовленное блюдо Ферре;Найди пропущенный ингредиент в рецептe Паоло;Дай приготовленное блюдо Паоло
cooking_winter	magicman_cook;magicman_gift;botanist_cook;botanist_gift	Winter Cooking{desc}I need to restore the Bread and Pointy Food (whatever that is) recipes, cook them, then give them to Ofelia and Waldo.	Figure out the missing ingredient in Waldo's recipe;Give the correct meal to Waldo;Figure out the missing ingredient in Ofelia's recipe;Give the correct meal to Ofelia	Cuisine d'hiver{desc}Je dois trouver ce qui manque dans les recettes de pain et de nourriture pointue (quoi que ça puisse bien être), les préparer, puis les donner à Ofélia et à Waldo.	Trouver l'ingrédient manquant dans la recette de Waldo;Donner le bon plat à Waldo;Trouver l'ingrédient manquant dans la recette d'Ofélia;Donner le bon plat à Ofélia	Winterkochen{desc}Ich muss die Rezepte für Brot und spitze Gerichte (was immer das ist) wiederherstellen, alles zubereiten und sie dann Ofelia und Waldo servieren.	Finde heraus, welche Zutat in Waldos Rezept fehlt;Gib Waldo das berichtigte Gericht;Finde heraus, welche Zutat in Ofelias Rezept fehlt;Gib Ofelia das berichtigte Gericht	Cocina de invierno{desc}Tengo que restaurar las recetas del pan y la comida puntiaguda (sea lo que sea eso), cocinarlas y luego dárselas a Ofelia y Waldo.	Averigua cuál es el ingrediente que falta en la receta de Waldo;Dale el plato correcto a Waldo;Averigua cuál es el ingrediente que falta en la receta de Ofelia;Dale el plato correcto a Ofelia	Culinária de Inverno{desc}Preciso recuperar as receitas de Pão e de Comida Pontuda (o que quer que seja), cozinhá-las e entregá-las pra Ofélia e Waldo.	Descubra qual é o ingrediente que falta na receita de Waldo;Entregue o prato correto a Waldo;Descubra qual é o ingrediente que falta na receita de Ofélia;Entregue o prato correto à Ofélia	冬季烹饪{desc}我需要复原面包和“尖尖的食物”（管他是什么）的配方，并进行烹饪，然后把菜肴成品交给奥菲莉娅和沃尔多。	找出沃尔多配方中缺少的食材;把菜肴成品交给沃尔多;找出奥菲莉娅配方中缺少的食材;把菜肴成品交给奥菲莉娅	冬の料理{desc}パンと、尖った食べ物（何かわからないけど…）のレシピを復元したら、調理してオフェーリアとウェルドにあげよう。	ウォルドのレシピのわからない材料を突きとめる;ウォルドに正しい料理を渡す;オフェーリアのレシピのわからない材料を突きとめる;オフェーリアに正しい料理を渡す	Зимние Блюда{desc}Мне нужно восстановить рецепты хлеба и "колючей еды", приготовить эти блюда и затем угостить Офелию и Валдо.	Найди пропущенный ингредиент в рецепте Валдо;Дай приготовленное блюдо Валдо;Найди пропущенный ингредиент в рецептe Офелии;Дай приготовленное блюдо Офелии
cooking_fish	fisherman_cook;fisherman_gift;professor_cook;professor_gift	Ocean Cooking{desc}I need to restore the fishy recipes, cook them, then give them to Zed and Tobin.	Figure out the missing ingredient in Tobin's recipe;Give the correct meal to Tobin;Figure out the missing ingredient in Zed's recipe;Give the correct meal to Zed	Cuisine de l'océan{desc}Je dois trouver ce qui manque dans les recettes à base de poisson, les préparer, puis les donner à Zed et à Tobin.	Trouver l'ingrédient manquant dans la recette de Tobin;Donner le bon plat à Tobin;Trouver l'ingrédient manquant dans la recette de Zed;Donner le bon plat à Zed	Meereskochen{desc}Ich muss die Fischrezepte wiederherstellen, alles zubereiten und sie dann Zed und Tobin servieren.	Finde heraus, welche Zutat in Tobins Rezept fehlt;Gib Tobin das berichtigte Gericht;Finde heraus, welche Zutat in Zeds Rezept fehlt;Gib Zed das berichtigte Gericht	Cocina de mar{desc}Tengo que restaurar las recetas de pescado, cocinarlas y luego dárselas a Tobin y Zed.	Averigua cuál es el ingrediente que falta en la receta de Waldo;Dale el plato correcto a Waldo;Averigua cuál es el ingrediente que falta en la receta de Ofelia;Dale el plato correcto a Ofelia	Culinária Marítima{desc}Preciso recuperar as receitas de peixe, cozinhá-las e entregá-las pra Zed e Tobin.	Descubra qual é o ingrediente que falta na receita de Waldo;Entregue o prato correto a Waldo;Descubra qual é o ingrediente que falta na receita de Ofélia;Entregue o prato correto à Ofélia	海洋烹饪{desc}我需要复原鱼料理的配方，并进行烹饪，然后把菜肴成品交给泽德和托宾。	找出托宾配方中缺少的食材;把菜肴成品交给托宾;找出泽德配方中缺少的食材;把菜肴成品交给泽德	海の料理{desc}サカナのレシピを復元したら、調理してゼッドとトービンにあげよう。	トービンのレシピのわからない材料を突きとめる;トービンに正しい料理を渡す;ゼッドのレシピのわからない材料を突きとめる;ゼッドに正しい料理を渡す	Морские Блюда{desc}Мне нужно восстановить рыбные рецепты, приготовить эти блюда и затем угостить Зетта и Тобина.	Найди пропущенный ингредиент в рецепте Тобина;Дай приготовленное блюдо Тобину;Найди пропущенный ингредиент в рецептe Зетта;Дай приготовленное блюдо Зетту
																	
																	
																	
																	
festival_year1	attend	Happy New Year!{desc}Everyone's going to gather in the mountain cave to the North of town to celebrate the New Year. I should join them before it kicks off at 20:00!	Attend the festival in the cave on Moonstone Mountain at 20:00	Bonne année !{desc}Tout le monde va se retrouver dans la grotte de la montagne, au nord de l'île, pour fêter le Nouvel An. Je ferais mieux de me joindre à eux avant le début des festivités à 20 heures.	Participer à la fête dans la grotte de la montagne de l'île à 20 heures.	Frohes neues Jahr!{desc}Alle treffen sich in der Berghöhle im Norden der Stadt, um das neue Jahr zu feiern. Ich sollte bei ihnen sein, bevor es um 20 Uhr losgeht!	Nimm am Fest in der Höhle am Mondsteinberg um 20 Uhr teil	¡Feliz Año Nuevo!{desc}Van a hacer una fiesta de Nochevieja en la cueva de la montaña que hay al norte del pueblo ¡y va a ir todo el mundo! Tengo que llegar antes de que empiece la celebración a las 20:00.	Asiste al festival en la cueva de la montaña Lunapétrea a las 20:00	Feliz Ano Novo!{desc}Tomo mundo vai se encontrar na caverna da montanha ao norte da cidade para celebrar o novo ano. Devo chegar lá antes das 20h00!	Comparecer ao festival na caverna na Montanha Selenita às 20h00	新年快乐！{desc}大家都要聚集在镇上北部的山洞里庆祝新年。庆祝活动将于 20:00 开始，我应该在开始前赶去加入他们！	参加 20:00 在月石山洞里举行的节日活动	あけましておめでとう！{desc}新年のお祝いをするために、みんなが町の北にある山の洞窟に集まるはず。20時に始まっちゃう前に参加しよう！	20時、ムーンストーン山の洞窟でお祭りに参加する	С Новым Годом!{desc}Все жители соберутся в горной пещере к северу от города, чтобы отпраздновать Новый Год. Я должен присоединиться к ним после 20:00!	Посети фестиваль в пещере на Горе Лунного Камня в 20:00
festival_year2	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year3	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year4	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year5	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year6	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year7	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year8	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year9	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
festival_year10	attend	{string:q_festival_year1}	{string:q_festival_year1_attend}														
																	
																	
festival_spring_year1	attend	Spring Spirit Festival{desc}The town is having a festival at the hot spring to celebrate the ancient Spirits of the Old Kingdom. It starts at 20:00 on Spring 21... and I need some kind of offering to bring to the Spirits!	Attend the spring festival at the hot spring	Festival du printemps{desc}Le village organise un festival à la source chaude, en l'honneur des esprits antiques de l'ancien royaume. Il commencera à 20 heures, le 21e jour du printemps... et je dois absolument préparer une offrande adéquate pour le grand esprit !	Participer au festival du printemps à la source chaude	Fest des Frühlingsgeists{desc}In der Stadt findet an der Heißquelle ein Fest statt, um die alten Geister des alten Königreichs zu feiern. Es beginnt um 20 Uhr, am 21. Frühling ... und ich brauche ein Opfer, das ich den Geistern bringe!	Nimm am Fest des Frühlingsgeists an der Heißquelle teil.	Festival del Espíritu Termal{desc}El pueblo celebra un festival en las fuentes termales en honor a los antiguos espíritus del viejo reino. Empieza el día 21 de primavera a las 20:00... ¡Y tengo que llevar una ofrenda!	Asiste al Festival del Espíritu Termal en las fuentes termales.	Festival do Espírito da Primavera{desc}No dia 21 da primavera, a partir das 20h00, vai acontecer um festival na fonte termal pra celebrar os Espíritos do Reino Antigo, e eu preciso levar uma oferenda pros Espíritos!	Vá ao Festival do Espírito da Primavera na fonte termal	春季精灵庆典{desc}镇上正在温泉举办一场庆典，赞颂旧王国的远古精灵。庆典会在春季 21 日 20:00 开始……我需要制作一些贡品，送给精灵！	在温泉参加春季精灵庆典	春の精霊祭り{desc}いにしえの王国の古代の精霊を記念して、温泉でお祭りが開かれる。春の21日の20時から開始だ… 精霊への贈り物を何か持って行かないと！	温泉で春の精霊祭りに参加する	Фестиваль Духа Весны{desc}Наш город празднует фестиваль на горячем источнике, посвящённый Древним Духам Старого Королевства. Начало в 20:00 в 21й день Весны... и мне нужно будет принести какие-нибудь дары для подношения!	Посети Фестиваль Духа Весны на горячем источнике.
festival_spring_year2	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year3	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year4	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year5	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year6	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year7	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year8	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year9	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
festival_spring_year10	attend	{string:q_festival_spring_year1}	{string:q_festival_spring_year1_attend}														
																	
festival_summer_year1	attend	Summer Spirit Festival{desc}We're going to watch the meteor shower from the Moonstone Island beach! The shower starts at 20:00 on Summer 21. I should attend!	Attend the summer festival at the beachside dock	Festival lunaire{desc}On va admirer la pluie de météores tous ensemble sur la plage de l'île de la Pierre de lune ! Elle commencera à 20 heures, le 21e jour de l'été. Je ne peux pas rater ça !	Participer au festival lunaire sur le ponton de la plage	Mondfest{desc}Wir werden uns den Meteorschauer vom Strand der Mondsteininsel aus ansehen! Der Schauer beginnt um 20 Uhr, am 21. Sommer. Ich sollte teilnehmen!	Nimm am Strandsteg am Mondfest teil	Festival Lunar{desc}¡Vamos a ver la lluvia de estrellas desde la playa de Isla Lunapétrea! Empezará el día 21 de verano a las 20:00, ¡no me lo puedo perder!	Asiste al Festival Lunar en el muelle de la playa	Festival Lunar{desc}No dia 21 do verão, a partir das 20h00, vai ter uma chuva de meteoros na praia da Ilha das Selenitas. Seria bom se eu fosse!	Vá ao Festival Lunar nas docas	月之庆典{desc}我们要去月石岛海滩看流星雨！流星雨会在夏季 21 日 20:00 开始。我应该参加！	在温泉参加春季精灵庆典	月の祭り{desc}ムーンストーン島の浜辺で流星群を見よう！ 夏の21日の20時に始まるから参加しないと！	浜辺の桟橋で月の祭りに参加する	Лунный Фестиваль{desc}Мы все соберемся на пляже Острова Лунного Камня, чтобы наблюдать метеоритный дождь! Звездопад начинается в 20:00 на 21й день Лета. Мне нужно пойти!	Посети Лунный Фестиваль на пирсе возле пляжа
festival_summer_year2	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year3	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year4	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year5	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year6	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year7	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year8	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year9	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
festival_summer_year10	attend	{string:q_festival_summer_year1}	{string:q_festival_summer_year1_attend}														
																	
festival_fall_year1	attend	Cooking Festival{desc}The Cooking Festival is coming up at 20:00 on Fall 21. Everyone is going to prepare a meal to be judged by a food critic! I should think about what I want to bring...	Attend the Cooking Festival in the town square	Festival culinaire{desc}L'événement commencera à 20 heures, le 21e jour de l'automne. Chaque participant devra soumettre un plat personnel à une grande critique culinaire. J'ai intérêt à bien choisir ma recette...	Participer au festival culinaire sur la place du village	Kochfest{desc}Das Kochfest steht am 21. Herbst um 20 Uhr an. Alle werden ein Gericht vorbereiten, das dann von einer Essenskritikerin bewertet wird! Ich sollte mir überlegen, was ich mitbringe ...	Nimm am Kochfest auf dem Marktplatz teil.	Festival de Cocina{desc}El festival de cocina se celebra el día 21 de otoño a las 20:00. Todos los vecinos van a preparar un plato para que lo valore la crítica culinaria. Tengo que pensar qué voy a llevar yo...	Asiste al Festival de Cocina en la plaza del pueblo	Festival de Culinária{desc}No dia 21 do outono, a partir das 20h00, vai acontecer o Festival de Culinária. Todo mundo vai fazer um prato pra ser julgado por uma crítica gastronômica! É melhor eu pensar em algo pra levar...	Vá ao Festival de Culinária na praça da cidade	烹饪庆典{desc}烹饪节将于秋季 21 日 20:00 开始。每个人都要准备一道菜肴，接受美食评论家的点评！我应该想想自己要带什么……	参加在城镇广场举行的烹饪庆典	料理祭{desc}料理祭は秋の21日の20時に開催予定。みんなが料理を準備して、料理評論家にジャッジしてもらう！ 何を持って行くか考えておこう…	町の広場で料理祭に参加する	Кулинарный фестиваль{desc}Кулинарный фестиваль начинается в 20:00 на 21й день Осени. Каждый житель собирается приготовить особые блюда, которые будут оцениваться кулинарным критиком! Мне нужно подумать, какое блюдо принести на конкурс...	Посети Кулинарный фестиваль на городской площади.
festival_fall_year2	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
festival_fall_year3	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
festival_fall_year4	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
festival_fall_year5	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
festival_fall_year6	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
festival_fall_year7	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
festival_fall_year8	attend	{string:q_festival_fall_year1}	{string:q_festival_fall_year1_attend}														
